,ProviderName,TractCode,CountBlocks,Consumer Blocks Served,Consumer Blocks Served - 3mbps,Consumer Blocks Served - 12mbps,Consumer Blocks Served - 25mbps,Proportion Served,Proportion Served 3mbps,Proportion Served 12mbps,Proportion Served 25mbps,Substantially Served,Substantially Served 3mbps,Substantially Served 12mbps,Substantially Served 25mbps,TechCodes Set
1429,America Internet & Communications,47103975400,302,1,1,1,1,0.33,0.33,0.33,0.33,False,False,False,False,{70}
1430,"COMCAST CABLE COMMUNICATIONS, LLC",47103975400,302,2,2,2,2,0.66,0.66,0.66,0.66,False,False,False,False,{43}
1431,"Charter Communications, Inc.",47103975400,302,231,231,231,231,76.49,76.49,76.49,76.49,True,True,True,True,{43}
1432,"BellSouth Telecommunications, Inc.",47105060202,397,333,330,313,212,83.88,83.12,78.84,53.4,True,True,True,True,"{10, 11, 12, 50}"
1433,UNITED STATES CELLULAR CORPORATION,47105060202,397,24,0,0,0,6.05,0.0,0.0,0.0,False,False,False,False,{70}
1434,Ultranet / LogOn,47105060202,397,1,1,0,0,0.25,0.25,0.0,0.0,False,False,False,False,{70}
1435,"COMCAST CABLE COMMUNICATIONS, LLC",47105060202,397,1,1,1,1,0.25,0.25,0.25,0.25,False,False,False,False,{43}
1436,"Charter Communications, Inc.",47105060202,397,390,390,390,390,98.24,98.24,98.24,98.24,True,True,True,True,{43}
1437,TDS TELECOMMUNICATIONS LLC,47107970102,211,111,111,108,97,52.61,52.61,51.18,45.97,True,True,True,True,"{10, 11, 12}"
1438,"BellSouth Telecommunications, Inc.",47107970102,211,149,148,56,53,70.62,70.14,26.54,25.12,True,True,True,True,"{10, 11, 12, 70}"
1439,UNITED STATES CELLULAR CORPORATION,47107970102,211,13,0,0,0,6.16,0.0,0.0,0.0,False,False,False,False,{70}
1440,America Internet & Communications,47107970102,211,1,1,1,1,0.47,0.47,0.47,0.47,False,False,False,False,{70}
1441,"COMCAST CABLE COMMUNICATIONS, LLC",47107970102,211,48,48,48,48,22.75,22.75,22.75,22.75,True,True,True,True,"{42, 43}"
1442,"Charter Communications, Inc.",47107970102,211,4,4,4,4,1.9,1.9,1.9,1.9,False,False,False,False,{43}
1443,"CenturyLink, Inc.",47109930100,262,214,196,95,72,81.68,74.81,36.26,27.48,True,True,True,True,"{10, 11, 12}"
1444,"BellSouth Telecommunications, Inc.",47109930100,262,2,2,0,0,0.76,0.76,0.0,0.0,False,False,False,False,{70}
1445,Ultranet / LogOn,47109930100,262,1,1,0,0,0.38,0.38,0.0,0.0,False,False,False,False,{70}
1446,"Aeneas Communications, LLC",47109930100,262,3,3,3,3,1.15,1.15,1.15,1.15,False,False,False,False,{50}
1447,"Tristate Internet, LLC",47109930100,262,1,1,0,0,0.38,0.38,0.0,0.0,False,False,False,False,{70}
1448,"Charter Communications, Inc.",47109930100,262,175,175,175,175,66.79,66.79,66.79,66.79,True,True,True,True,{43}
1449,"BellSouth Telecommunications, Inc.",47115050202,342,220,189,94,0,64.33,55.26,27.49,0.0,True,True,True,False,"{10, 11, 70}"
1450,"SVE Connect, LLC",47115050202,342,259,259,259,259,75.73,75.73,75.73,75.73,True,True,True,True,{50}
1451,EPB Fiber Optics,47115050202,342,7,7,7,7,2.05,2.05,2.05,2.05,False,False,False,False,{50}
1452,"Ben Lomand Rural Telephone Coop., Inc.",47115050202,342,23,23,21,21,6.73,6.73,6.14,6.14,False,False,False,False,"{50, 10}"
1453,"Charter Communications, Inc.",47115050202,342,307,307,307,307,89.77,89.77,89.77,89.77,True,True,True,True,{43}
1454,"BellSouth Telecommunications, Inc.",47115050301,380,259,242,153,0,68.16,63.68,40.26,0.0,True,True,True,False,"{10, 11, 70}"
1455,"SVE Connect, LLC",47115050301,380,358,358,358,358,94.21,94.21,94.21,94.21,True,True,True,True,{50}
1456,EPB Fiber Optics,47115050301,380,16,16,16,16,4.21,4.21,4.21,4.21,False,False,False,False,{50}
1457,"COMCAST CABLE COMMUNICATIONS, LLC",47115050301,380,1,1,1,1,0.26,0.26,0.26,0.26,False,False,False,False,{43}
1458,"Charter Communications, Inc.",47115050301,380,357,357,357,357,93.95,93.95,93.95,93.95,True,True,True,True,{43}
1459,"BellSouth Telecommunications, Inc.",47119010301,191,117,113,91,86,61.26,59.16,47.64,45.03,True,True,True,True,"{70, 10, 11, 12, 50}"
1460,Columbia Power and Water System,47119010301,191,13,13,13,13,6.81,6.81,6.81,6.81,False,False,False,False,{42}
1461,United Telephone Company,47119010301,191,6,6,4,4,3.14,3.14,2.09,2.09,False,False,False,False,{11}
1462,"Charter Communications, Inc.",47119010301,191,183,183,183,183,95.81,95.81,95.81,95.81,True,True,True,True,{43}
1463,"BellSouth Telecommunications, Inc.",47119010500,225,158,155,130,113,70.22,68.89,57.78,50.22,True,True,True,True,"{70, 10, 11, 12, 50}"
1464,Columbia Power and Water System,47119010500,225,108,108,108,108,48.0,48.0,48.0,48.0,True,True,True,True,{42}
1465,"Charter Communications, Inc.",47119010500,225,222,222,222,222,98.67,98.67,98.67,98.67,True,True,True,True,{43}
1466,"BellSouth Telecommunications, Inc.",47119010802,330,169,163,149,143,51.21,49.39,45.15,43.33,True,True,True,True,"{10, 11, 12, 50}"
1467,Columbia Power and Water System,47119010802,330,123,123,123,123,37.27,37.27,37.27,37.27,True,True,True,True,{42}
1468,"Charter Communications, Inc.",47119010802,330,324,324,324,324,98.18,98.18,98.18,98.18,True,True,True,True,{43}
1469,"BellSouth Telecommunications, Inc.",47119011001,261,100,83,62,52,38.31,31.8,23.75,19.92,True,True,True,True,"{10, 11, 12}"
1470,"JTM Broadband, LLC",47119011001,261,95,95,95,95,36.4,36.4,36.4,36.4,True,True,True,True,{70}
1471,"Charter Communications, Inc.",47119011001,261,237,237,237,237,90.8,90.8,90.8,90.8,True,True,True,True,{43}
1472,"BellSouth Telecommunications, Inc.",47119011002,351,183,177,157,110,52.14,50.43,44.73,31.34,True,True,True,True,"{10, 11, 12}"
1473,"JTM Broadband, LLC",47119011002,351,156,156,156,156,44.44,44.44,44.44,44.44,True,True,True,True,{70}
1474,"Charter Communications, Inc.",47119011002,351,319,319,319,319,90.88,90.88,90.88,90.88,True,True,True,True,{43}
1475,TDS TELECOMMUNICATIONS LLC,47123925000,443,155,155,140,113,34.99,34.99,31.6,25.51,True,True,True,True,"{10, 11, 12, 50}"
1476,"BellSouth Telecommunications, Inc.",47123925000,443,177,173,62,34,39.95,39.05,14.0,7.67,True,True,False,False,"{10, 11, 12, 70}"
1477,UNITED STATES CELLULAR CORPORATION,47123925000,443,23,0,0,0,5.19,0.0,0.0,0.0,False,False,False,False,{70}
1478,BreezeAir Networks LLC,47123925000,443,356,356,356,356,80.36,80.36,80.36,80.36,True,True,True,True,{70}
1479,1986,47123925000,443,1,1,1,1,0.23,0.23,0.23,0.23,False,False,False,False,{70}
1480,"COMCAST CABLE COMMUNICATIONS, LLC",47123925000,443,26,26,26,26,5.87,5.87,5.87,5.87,False,False,False,False,"{42, 43}"
1481,"Charter Communications, Inc.",47123925000,443,36,36,36,36,8.13,8.13,8.13,8.13,False,False,False,False,{43}
1482,"BellSouth Telecommunications, Inc.",47123925200,346,290,289,167,133,83.82,83.53,48.27,38.44,True,True,True,True,"{70, 10, 11, 12, 50}"
1483,UNITED STATES CELLULAR CORPORATION,47123925200,346,4,0,0,0,1.16,0.0,0.0,0.0,False,False,False,False,{70}
1484,"COMCAST CABLE COMMUNICATIONS, LLC",47123925200,346,1,1,1,1,0.29,0.29,0.29,0.29,False,False,False,False,{43}
1485,"Charter Communications, Inc.",47123925200,346,306,306,306,306,88.44,88.44,88.44,88.44,True,True,True,True,{43}
1486,"BellSouth Telecommunications, Inc.",47125100100,78,66,66,66,3,84.62,84.62,84.62,3.85,True,True,True,False,"{10, 11, 50}"
1487,"COMCAST CABLE COMMUNICATIONS, LLC",47125100100,78,4,4,4,4,5.13,5.13,5.13,5.13,False,False,False,False,{43}
1488,"Charter Communications, Inc.",47125100100,78,78,78,78,78,100.0,100.0,100.0,100.0,True,True,True,True,{43}
1489,"BellSouth Telecommunications, Inc.",47125100300,77,64,64,64,64,83.12,83.12,83.12,83.12,True,True,True,True,"{10, 11, 12, 50}"
1490,"COMCAST CABLE COMMUNICATIONS, LLC",47125100300,77,2,2,2,2,2.6,2.6,2.6,2.6,False,False,False,False,{43}
1491,"Charter Communications, Inc.",47125100300,77,77,77,77,77,100.0,100.0,100.0,100.0,True,True,True,True,{43}
1492,"BellSouth Telecommunications, Inc.",47125101101,25,25,25,21,21,100.0,100.0,84.0,84.0,True,True,True,True,"{10, 11, 12, 50}"
1493,"Charter Communications, Inc.",47125101101,25,25,25,25,25,100.0,100.0,100.0,100.0,True,True,True,True,{43}
1494,"BellSouth Telecommunications, Inc.",47125101803,98,61,61,60,57,62.24,62.24,61.22,58.16,True,True,True,True,"{10, 11, 12, 50}"
1495,"COMCAST CABLE COMMUNICATIONS, LLC",47125101803,98,1,1,1,1,1.02,1.02,1.02,1.02,False,False,False,False,{43}
1496,"Charter Communications, Inc.",47125101803,98,98,98,98,98,100.0,100.0,100.0,100.0,True,True,True,True,{43}
1497,"BellSouth Telecommunications, Inc.",47125101904,73,52,48,43,41,71.23,65.75,58.9,56.16,True,True,True,True,"{70, 10, 11, 12, 50}"
1498,Mediacom Southeast LLC,47125101904,73,1,1,1,1,1.37,1.37,1.37,1.37,False,False,False,False,{43}
1499,"Charter Communications, Inc.",47125101904,73,50,50,50,50,68.49,68.49,68.49,68.49,True,True,True,True,{43}
1500,"BellSouth Telecommunications, Inc.",47125102001,70,58,57,55,55,82.86,81.43,78.57,78.57,True,True,True,True,"{10, 11, 12, 50}"
1501,"COMCAST CABLE COMMUNICATIONS, LLC",47125102001,70,1,1,1,1,1.43,1.43,1.43,1.43,False,False,False,False,{43}
1502,"Charter Communications, Inc.",47125102001,70,69,69,69,69,98.57,98.57,98.57,98.57,True,True,True,True,{43}
1503,UNITED STATES CELLULAR CORPORATION,47141000600,232,47,0,0,0,20.26,0.0,0.0,0.0,True,False,False,False,{70}
1504,Twin Lakes Telephone Cooperative Corporation,47141000600,232,5,5,5,3,2.16,2.16,2.16,1.29,False,False,False,False,"{50, 11, 12}"
1505,Frontier Communications Corporation,47141000600,232,147,142,142,116,63.36,61.21,61.21,50.0,True,True,True,True,"{10, 50, 11, 12}"
1506,"Charter Communications, Inc.",47141000600,232,230,230,230,230,99.14,99.14,99.14,99.14,True,True,True,True,{43}
1507,UNITED STATES CELLULAR CORPORATION,47141000700,216,4,0,0,0,1.85,0.0,0.0,0.0,False,False,False,False,{70}
1508,Twin Lakes Telephone Cooperative Corporation,47141000700,216,3,3,3,3,1.39,1.39,1.39,1.39,False,False,False,False,"{50, 11, 12}"
1509,Frontier Communications Corporation,47141000700,216,129,126,126,95,59.72,58.33,58.33,43.98,True,True,True,True,"{10, 50, 11, 12}"
1510,"Charter Communications, Inc.",47141000700,216,216,216,216,216,100.0,100.0,100.0,100.0,True,True,True,True,{43}
1511,UNITED STATES CELLULAR CORPORATION,47141000800,235,7,0,0,0,2.98,0.0,0.0,0.0,False,False,False,False,{70}
1512,Frontier Communications Corporation,47141000800,235,171,171,171,153,72.77,72.77,72.77,65.11,True,True,True,True,"{10, 50, 11, 12}"
1513,"Charter Communications, Inc.",47141000800,235,233,233,233,233,99.15,99.15,99.15,99.15,True,True,True,True,{43}
1514,UNITED STATES CELLULAR CORPORATION,47141001200,304,293,0,0,0,96.38,0.0,0.0,0.0,True,False,False,False,{70}
1515,Twin Lakes Telephone Cooperative Corporation,47141001200,304,81,81,80,75,26.64,26.64,26.32,24.67,True,True,True,True,"{50, 11, 12}"
1516,Frontier Communications Corporation,47141001200,304,143,120,120,87,47.04,39.47,39.47,28.62,True,True,True,True,"{10, 50, 11, 12}"
1517,"Charter Communications, Inc.",47141001200,304,274,274,274,274,90.13,90.13,90.13,90.13,True,True,True,True,{43}
1518,"BellSouth Telecommunications, Inc.",47143975401,326,240,230,167,29,73.62,70.55,51.23,8.9,True,True,True,False,"{10, 11, 12, 70}"
1519,EPB Fiber Optics,47143975401,326,17,17,17,17,5.21,5.21,5.21,5.21,False,False,False,False,{50}
1520,"COMCAST CABLE COMMUNICATIONS, LLC",47143975401,326,1,1,1,1,0.31,0.31,0.31,0.31,False,False,False,False,{43}
1521,"Charter Communications, Inc.",47143975401,326,326,326,326,326,100.0,100.0,100.0,100.0,True,True,True,True,{43}
1522,"BellSouth Telecommunications, Inc.",47145030700,312,171,163,84,47,54.81,52.24,26.92,15.06,True,True,True,True,"{10, 11, 12, 70}"
1523,UNITED STATES CELLULAR CORPORATION,47145030700,312,297,0,0,0,95.19,0.0,0.0,0.0,True,False,False,False,{70}
1524,"COMCAST CABLE COMMUNICATIONS, LLC",47145030700,312,164,164,164,164,52.56,52.56,52.56,52.56,True,True,True,True,{43}
1525,"BellSouth Telecommunications, Inc.",47147080101,152,133,127,42,29,87.5,83.55,27.63,19.08,True,True,True,True,"{70, 10, 11, 12, 50}"
1526,"COMCAST CABLE COMMUNICATIONS, LLC",47147080101,152,70,70,70,70,46.05,46.05,46.05,46.05,True,True,True,True,{43}
1527,"BellSouth Telecommunications, Inc.",47147080302,121,120,118,118,33,99.17,97.52,97.52,27.27,True,True,True,True,"{10, 11, 12, 50}"
1528,"COMCAST CABLE COMMUNICATIONS, LLC",47147080302,121,101,101,101,101,83.47,83.47,83.47,83.47,True,True,True,True,{43}
1529,"BellSouth Telecommunications, Inc.",47147080402,79,70,70,62,43,88.61,88.61,78.48,54.43,True,True,True,True,"{10, 11, 12, 50}"
1530,"COMCAST CABLE COMMUNICATIONS, LLC",47147080402,79,71,71,71,71,89.87,89.87,89.87,89.87,True,True,True,True,{43}
1531,TDS TELECOMMUNICATIONS LLC,47149040105,36,36,36,36,36,100.0,100.0,100.0,100.0,True,True,True,True,"{11, 50, 10, 12}"
1532,"BellSouth Telecommunications, Inc.",47149040105,36,1,1,1,1,2.78,2.78,2.78,2.78,False,False,False,False,"{10, 11, 12}"
1533,"United Communications, Inc.",47149040105,36,5,5,5,5,13.89,13.89,13.89,13.89,False,False,False,False,{70}
1534,"COMCAST CABLE COMMUNICATIONS, LLC",47149040105,36,36,36,36,36,100.0,100.0,100.0,100.0,True,True,True,True,{43}
1535,TDS TELECOMMUNICATIONS LLC,47149040200,61,54,54,53,49,88.52,88.52,86.89,80.33,True,True,True,True,"{10, 50, 11, 12}"
1536,"BellSouth Telecommunications, Inc.",47149040200,61,2,2,1,0,3.28,3.28,1.64,0.0,False,False,False,False,{11}
1537,"United Communications, Inc.",47149040200,61,47,47,47,47,77.05,77.05,77.05,77.05,True,True,True,True,{70}
1538,"COMCAST CABLE COMMUNICATIONS, LLC",47149040200,61,45,45,45,45,73.77,73.77,73.77,73.77,True,True,True,True,{43}
1539,"BellSouth Telecommunications, Inc.",47149040806,90,88,88,87,87,97.78,97.78,96.67,96.67,True,True,True,True,"{50, 11, 12, 70}"
1540,United Telephone Company,47149040806,90,2,2,1,1,2.22,2.22,1.11,1.11,False,False,False,False,{11}
1541,"United Communications, Inc.",47149040806,90,13,13,13,13,14.44,14.44,14.44,14.44,False,False,False,False,{70}
1542,"COMCAST CABLE COMMUNICATIONS, LLC",47149040806,90,76,76,76,76,84.44,84.44,84.44,84.44,True,True,True,True,{43}
1543,"BellSouth Telecommunications, Inc.",47149041202,52,43,43,42,42,82.69,82.69,80.77,80.77,True,True,True,True,"{10, 11, 12, 50}"
1544,"United Communications, Inc.",47149041202,52,37,37,37,37,71.15,71.15,71.15,71.15,True,True,True,True,{70}
1545,"COMCAST CABLE COMMUNICATIONS, LLC",47149041202,52,45,45,45,45,86.54,86.54,86.54,86.54,True,True,True,True,{43}
1546,"BellSouth Telecommunications, Inc.",47149041800,129,103,90,67,49,79.84,69.77,51.94,37.98,True,True,True,True,"{10, 11, 12, 50}"
1547,"United Communications, Inc.",47149041800,129,43,43,43,43,33.33,33.33,33.33,33.33,True,True,True,True,{70}
1548,"COMCAST CABLE COMMUNICATIONS, LLC",47149041800,129,74,74,74,74,57.36,57.36,57.36,57.36,True,True,True,True,{43}
1549,UNITED STATES CELLULAR CORPORATION,47151975100,381,32,0,0,0,8.4,0.0,0.0,0.0,False,False,False,False,{70}
1550,TELE PAGE INC,47151975100,381,293,293,0,0,76.9,76.9,0.0,0.0,True,True,False,False,{70}
1551,"HIGHLAND TELEPHONE COOPERATIVE, INC.",47151975100,381,381,381,381,381,100.0,100.0,100.0,100.0,True,True,True,True,{50}
1552,"COMCAST CABLE COMMUNICATIONS, LLC",47151975100,381,3,3,3,3,0.79,0.79,0.79,0.79,False,False,False,False,{43}
1553,"BellSouth Telecommunications, Inc.",47155080102,167,129,129,107,91,77.25,77.25,64.07,54.49,True,True,True,True,"{10, 11, 12, 50}"
1554,UNITED STATES CELLULAR CORPORATION,47155080102,167,24,0,0,0,14.37,0.0,0.0,0.0,False,False,False,False,{70}
1555,"Net Liquidations, Inc.",47155080102,167,10,10,10,10,5.99,5.99,5.99,5.99,False,False,False,False,{70}
1556,"COMCAST CABLE COMMUNICATIONS, LLC",47155080102,167,120,120,120,120,71.86,71.86,71.86,71.86,True,True,True,True,{43}
1557,"Charter Communications, Inc.",47155080102,167,2,2,2,2,1.2,1.2,1.2,1.2,False,False,False,False,{43}
1558,"BellSouth Telecommunications, Inc.",47155080802,212,163,160,134,125,76.89,75.47,63.21,58.96,True,True,True,True,"{10, 11, 12, 50}"
1559,UNITED STATES CELLULAR CORPORATION,47155080802,212,49,0,0,0,23.11,0.0,0.0,0.0,True,False,False,False,{70}
